,outDegree,indegreeAveGene,indegreeVarGene,indispenAveGene,indispenVarGene,numTissueAve,numTissueVar,closeAveGene,closeVarGene,degreeAveGene,degreeVarGene,pgrkAveGene,pgrkVarGene,egAveGene,egVarGene,SG1_outDegree,SG1_indegreeAveGene,SG1_indegreeVarGene,SG8_outDegree,SG8_indegreeAveGene,SG8_indegreeVarGene,SG19_outDegree,SG19_indegreeAveGene,SG19_indegreeVarGene,SG29_outDegree,SG29_indegreeAveGene,SG29_indegreeVarGene,SG32_outDegree,SG32_indegreeAveGene,SG32_indegreeVarGene,SG36_outDegree,SG36_indegreeAveGene,SG36_indegreeVarGene,SG37_outDegree,SG37_indegreeAveGene,SG37_indegreeVarGene,SG38_outDegree,SG38_indegreeAveGene,SG38_indegreeVarGene,SG47_outDegree,SG47_indegreeAveGene,SG47_indegreeVarGene,SG50_outDegree,SG50_indegreeAveGene,SG50_indegreeVarGene,SG53_outDegree,SG53_indegreeAveGene,SG53_indegreeVarGene,SG57_outDegree,SG57_indegreeAveGene,SG57_indegreeVarGene,SG65_outDegree,SG65_indegreeAveGene,SG65_indegreeVarGene,SG68_outDegree,SG68_indegreeAveGene,SG68_indegreeVarGene,SG72_outDegree,SG72_indegreeAveGene,SG72_indegreeVarGene,conservation,numTissue,delState
chr2-208038800-208039200,2,37.0,1.0,0.4523672633950193,0.2039802640618727,1.5,0.25,0.0001572983622116,1.9624246597948478e-10,0.0001451750962492,3.5546986964016947e-12,3.4902979543539514e-05,3.4627004219325075e-11,2.3562265090615405e-36,4.327032899704932e-72,2.0,8.5,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15479,2,Deleted
chr10-31246800-31247200,1,48.0,0.0,0.0431487006140828,0.0,1.0,0.0,0.0618676360419229,0.0,0.0001885390860379,0.0,5.480843848221306e-05,0.0,6.177714903455261e-09,0.0,0.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117115,0,Deleted
chr3-190817800-190819400,1,39.0,0.0,0.5691401768696506,0.1757251071788136,1.0,0.0,0.0001470604871095,0.0,0.0001470604871095,0.0,2.814812339017936e-05,0.0,2.8333494118502308e-37,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192147,1,Deleted
chrX-150877400-150877600,3,30.0,6.0,0.4900396756168845,0.0473428117195254,1.0,0.0,0.0059254087180531,6.76969065037272e-05,0.0001181511605837,2.4961884179176163e-10,1.533178719377122e-05,2.8567322710897724e-12,4.119750728424782e-17,3.394469212871305e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474,1,Deleted
chr6-66401800-66402200,1,28.0,0.0,0.11437135981131,0.0,1.0,0.0,0.0001055818881812,0.0,0.0001055818881812,0.0,3.685197044633204e-05,0.0,2.0346871615300227e-37,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761569999999999,1,Deleted
chr8-6191400-6193000,1,43.0,0.0,0.3820420986007601,0.0,2.0,0.0,0.0591984355000222,0.0,0.0002224761215247,0.0,4.976283367179523e-05,0.0,3.450716206850512e-09,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07076,1,Deleted
chr9-71741200-71741800,1,49.0,0.0,0.923765679983373,0.0,1.0,0.0,0.1295881696014469,0.0,0.000263954720453,0.0,0.0002265542434464,0.0,0.0010827446685114,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0752283,1,Deleted
chr6-169515200-169517600,1,37.0,0.0,0.8831105850568759,0.0,1.0,0.0,0.079827408343663,0.0,0.0001508312688303,0.0,6.255454080242373e-05,0.0,1.057794511535156e-07,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123208,0,Deleted
chr14-45611200-45612000,4,34.0,17.5,0.591364197050394,0.0964561280851964,1.75,0.1875,0.0217753458385745,0.0005399561841007,0.0001498885734001,6.709493789458141e-10,2.082669912931507e-05,5.4969198187075394e-11,4.3908953935091535e-10,5.783824278172613e-19,0.0,0.0,0.0,3.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.75,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336475,1,Deleted
chr9-35983800-35984600,3,44.0,40.66666666666666,0.1153580616784803,0.008399157102324,1.3333333333333333,0.2222222222222222,0.0001659143957133,5.782309879480041e-10,0.0001671713229536,6.667034888362233e-10,1.129810273998518e-05,1.7657088245504577e-12,3.196377707450336e-37,2.143776572742794e-75,0.0,0.0,0.0,3.0,30.33333333333333,13.555555555555555,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0510737,1,Deleted
chr12-130296400-130297000,1,56.0,0.0,0.3877110705533139,0.0,1.0,0.0,0.1038326050053221,0.0,0.0002149345580832,0.0,8.479255244908814e-05,0.0,2.411629022588076e-05,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00130667,0,Deleted
chr19-53505200-53506200,2,47.0,4.0,0.1593702376087295,0.002024899003027,1.0,0.0,0.0001772267408756,5.6875179142426695e-11,0.0001772267408756,5.6875179142426695e-11,1.4436752490828348e-05,2.456986846200272e-12,3.414194684810411e-37,2.108632694501004e-76,0.0,0.0,0.0,2.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114571,0,Deleted
chr7-27296000-27297000,10,24.9,13.489999999999998,0.7566522350757283,0.0375130106171152,1.6,0.24,0.0226218847943689,0.0004232273989596,0.0001180254678597,6.257691585145491e-10,8.825076238241437e-06,1.0558264092680266e-11,2.416288663254409e-10,5.251957364075328e-19,0.0,0.0,0.0,8.0,16.375,8.984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029914,1,Deleted
chr13-84509600-84510200,1,52.0,0.0,0.4608638169284191,0.0,1.0,0.0,0.0878983425896881,0.0,0.0001998514312002,0.0,9.757915976622856e-05,0.0,6.917199621547464e-07,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132788,1,Deleted
chr15-23669800-23670000,1,39.0,0.0,0.11437135981131,0.0,1.0,0.0,0.0001470604871095,0.0,0.0001470604871095,0.0,3.069559082124843e-05,0.0,2.8333494118502308e-37,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127,0,Deleted
chr1-62114400-62115000,1,46.0,0.0,0.0041986235849655,0.0,1.0,0.0,0.0001734559591548,0.0,0.0001734559591548,0.0,3.9399437877401113e-05,0.0,3.341589025690392e-37,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151949999999999,0,Deleted
chr19-16815000-16816000,2,45.0,25.0,0.0949878770141703,0.0,1.0,0.0,0.0001696851774341,3.5546986964016677e-10,0.0001696851774341,3.5546986964016677e-10,1.6355977523742512e-05,2.916244726607786e-11,3.268983366570358e-37,1.317895434063215e-75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118748,1,Deleted
chr11-106786600-106787200,1,42.0,0.0,0.7659584667227372,0.0,1.0,0.0,0.0218885576631848,0.0,0.0001923098677586,0.0,5.973478823162585e-05,0.0,5.580972435716165e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0724933,1,Deleted
chr8-125495400-125497400,6,27.83333333333333,34.47222222222222,0.5603980330022292,0.1323659388939387,7.5,18.916666666666668,0.0342375253271576,0.0008026644320683,0.0001219219423045,6.714430870980921e-10,1.908720771435805e-05,3.523545651410905e-11,2.940990392802989e-09,1.0258966613629026e-17,5.0,11.2,6.959999999999999,5.0,14.4,6.6400000000000015,1.0,1.0,0.0,3.0,8.0,72.66666666666667,5.0,7.8,0.96,0.0,0.0,0.0,3.0,2.333333333333333,0.2222222222222222,1.0,1.0,0.0,4.0,4.0,1.5,2.0,2.5,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.6,0.64,0.0,0.0,0.0,0.0905965,14,Deleted
chr17-58412200-58413600,2,42.5,12.25,0.6520100305366631,0.0984341564534526,3.0,0.0,0.0769050607618674,0.0058917906061797,0.0001998514312002,2.786883777978907e-09,0.0001780903596145,2.36693157060384e-08,0.0092572886863411,8.569739382226056e-05,2.0,17.0,1.0,2.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125158,2,Deleted
chr10-70618000-70619200,2,47.0,36.0,0.5543440579473076,0.1872512066967693,1.0,0.0,0.0114482672894685,0.0001275468745287,0.0002733816747549,1.4108599126018214e-08,2.3660352302912524e-05,9.786826140869718e-13,2.608259281544978e-16,6.803016479765526e-32,0.0,0.0,0.0,2.0,28.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131983,1,Deleted
chr19-51082000-51082200,4,38.5,124.25,0.301219422537236,0.0092187395892055,1.25,0.1875,0.00017421550233,2.6541453219399203e-09,0.0001517739642605,1.524077066082214e-09,1.0941009743564715e-05,2.073988552700389e-11,2.9252733624147185e-36,2.071552635673557e-71,0.0,0.0,0.0,2.0,45.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.196185,1,Deleted
chr3-154679800-154681000,1,42.0,0.0,0.750890253947511,0.0,1.0,0.0,0.0694757902291456,0.0,0.0004034736441211,0.0,0.0002000386876606,0.0,1.72029903548454e-08,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168098,1,Deleted
chr6-10660400-10660600,4,36.5,37.25,0.4551630114498478,0.0949994173326832,1.0,0.0,0.031964746026882,0.0014008419665477,0.0001432897053888,3.9101685660418317e-10,1.7912858219333945e-05,3.258366093515772e-11,2.0732645648801126e-07,1.2895277222113846e-13,0.0,0.0,0.0,4.0,24.25,35.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327,0,Deleted
chr21-45619400-45620000,4,36.5,6.25,0.6548856360632073,0.0246601854481756,1.0,0.0,0.0261264573006096,0.0011072751279056,0.0001951379540492,5.789715501764212e-09,1.378946037993978e-05,2.1693825768895928e-11,3.3864435575980255e-08,3.440399984719149e-15,0.0,0.0,0.0,4.0,23.25,47.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11728,0,Deleted
chr7-6132000-6133200,7,34.42857142857143,55.38775510204083,0.4875538475824128,0.0966935817401883,1.4285714285714286,0.5306122448979591,0.0324557929369618,0.0021301142893219,0.0001901551353468,4.374745922200124e-09,3.363772374297712e-05,1.245270346584037e-09,6.583404074973809e-05,2.5919358400573164e-08,2.0,12.5,2.25,6.0,20.666666666666668,14.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02989,2,Deleted
chr20-54648800-54649200,1,26.0,0.0,0.307483654878265,0.0,1.0,0.0,9.80403247397218e-05,0.0,9.80403247397218e-05,0.0,3.154474663160477e-05,0.0,1.8894758432899867e-37,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143875,0,Deleted
chr8-104114800-104115200,2,45.0,4.0,0.5103664791789311,0.1150163604520773,1.0,0.0,0.0008202985959141,4.135414107426396e-07,0.000179112131736,3.5546986964016947e-12,1.982427823692951e-05,9.782053711638795e-12,2.1925743808987127e-28,4.807382400801622e-56,0.0,0.0,0.0,2.0,25.5,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582475,0,Deleted
chr22-22958800-22960000,5,60.2,148.56,0.6421046419479317,0.1857085777647082,4.0,4.0,0.0896613633168345,0.0059832185131163,0.0003205164462644,1.0476407998034988e-08,0.000397345448522,1.982546774418812e-07,0.0332577966296142,0.0016592362467471,2.0,7.5,6.25,5.0,35.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.75,158.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,10.5,24.25,3.0,1.3333333333333333,0.2222222222222222,0.0029875,6,Deleted
chr14-81878600-81879600,2,39.0,1.0,0.7196197297831415,0.0537995351639277,2.5,0.25,0.0650679137374355,0.0002965108368043,0.0001734559591548,0.0,5.350712011872973e-05,1.4607196165376228e-10,1.821342409937122e-06,3.3160505410672197e-12,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347933,2,Deleted
chr2-165859800-165860600,1,39.0,0.0,0.0889852292777493,0.0,3.0,0.0,0.0001470604871095,0.0,0.0001470604871095,0.0,3.1544746631604804e-05,0.0,2.8333494118502308e-37,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013805,3,Deleted
chr11-33870400-33870600,1,29.0,0.0,0.171225858709962,0.0,1.0,0.0,0.0001093526699019,0.0,0.0001093526699019,0.0,1.3257569715716023e-05,0.0,2.1072928206500447e-37,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024155,0,Deleted
chr22-18058600-18059200,3,40.66666666666666,27.55555555555556,0.6093577880040261,0.1119112311184182,1.0,0.0,0.0194039877820135,0.0007070327903694,0.0001696851774341,2.93855092235871e-10,2.2701469237482683e-05,5.956766612165967e-11,7.926934928717887e-10,1.2567259472822854e-18,0.0,0.0,0.0,3.0,29.33333333333333,10.888888888888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00592,0,Deleted
chr12-77115400-77115800,2,53.5,90.25,0.8936514491886585,0.0063430799808947,1.0,0.0,0.0609915191325991,0.0025298649990869,0.0002564131570115,6.270488500452541e-09,5.8854438187955446e-05,1.9392825798100803e-11,0.0001311507985784,1.720053196776975e-08,0.0,0.0,0.0,2.0,39.5,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872403,0,Deleted
chr12-70875400-70875600,1,44.0,0.0,0.8282851768827849,0.0,1.0,0.0,0.0632503353044389,0.0,0.0001998514312002,0.0,9.224803542724525e-05,0.0,6.177968098328962e-09,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020985,1,Deleted
chr3-99699400-99700400,1,32.0,0.0,0.266902169995936,0.0,1.0,0.0,0.0001206650150642,0.0,0.000124435796785,0.0,2.054817888748993e-05,0.0,2.3251097980101018e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018563,1,Deleted
chr6-26347600-26349200,16,34.3125,16.21484375,0.5088342419610153,0.116319806518072,1.875,0.609375,0.0101298401580562,0.0004245555922219,0.0001517739642605,1.2983536988607083e-09,5.687033116057427e-06,5.887820197037831e-12,5.042047814269029e-11,1.381121105741802e-20,11.0,12.0,14.909090909090908,15.0,19.6,14.640000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109844,2,Deleted
chrX-53482000-53482400,3,32.0,16.666666666666668,0.8054146495850607,0.0689081452920231,1.3333333333333333,0.2222222222222222,0.0697883696642824,0.001518136535922,0.0002174484125637,3.794838341669692e-09,5.665991040737492e-05,2.0112686473481717e-09,7.04971752231723e-05,9.939427421600685e-09,0.0,0.0,0.0,3.0,21.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425265,1,Deleted
chr3-3949400-3950200,1,46.0,0.0,0.310406677803193,0.0,1.0,0.0,0.0001734559591548,0.0,0.0001734559591548,0.0,5.977917732595381e-05,0.0,3.341589025690392e-37,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058025,0,Deleted
chr14-106213800-106216000,2,49.5,12.25,0.0842959689304017,0.0009045291366394,1.5,0.25,0.0001866536951775,1.7418023612368156e-10,0.0001866536951775,1.7418023612368156e-10,4.176547177399013e-05,6.259624195857785e-10,3.5957088326104607e-37,6.457687626909341e-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215886,2,Deleted
chr1-766600-768200,8,38.0,103.25,0.3948305416794345,0.0852026328701035,2.0,1.25,0.0186798414723622,0.0010869955730929,0.0002144632103681,2.702792936942153e-08,1.5271653847954495e-05,1.7293525341387312e-10,6.636234124312867e-08,3.0194997128301535e-14,3.0,27.0,10.666666666666666,3.0,15.0,48.66666666666666,0.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.6,1.84,0.0,0.0,0.0,0.029315,5,Deleted
chr1-158961800-158962200,1,31.0,0.0,0.5043790168101769,0.0,1.0,0.0,0.0422970779927697,0.0,0.0001319773602265,0.0,2.066707735453306e-05,0.0,1.4368878667967576e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728175,1,Deleted
